Decisao 1
Filial 1
Probabilidades
0,0044;0,0111;0,0222;0,0354;0,0495;0,0602;0,0750;0,0877;0,0969;0,1012;0,0976;0,0880;0,2707;
0,0024;0,0068;0,0142;0,0240;0,0357;0,0466;0,0601;0,0741;0,0867;0,0957;0,0999;0,0966;0,3571;
0,0009;0,0033;0,0080;0,0149;0,0241;0,0346;0,0466;0,0598;0,0737;0,0862;0,0952;0,0995;0,4531;
0,0002;0,0012;0,0036;0,0082;0,0149;0,0238;0,0346;0,0465;0,0597;0,0736;0,0861;0,0951;0,5525;
0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
Contribuicoes
-6,1231;-5,2562;-4,1301;-3,4824;-3,3828;-4,4291;-4,4490;-4,7778;-5,1565;-15,5850;-16,0633;-16,4320;-16,8206;
-4,1285;-1,2166;2,5429;4,7577;5,1380;1,7201;1,5676;0,4892;-0,7782;-12,2129;-13,8148;-15,0620;-16,3504;
-2,6915;1,8290;7,6927;11,2825;12,0588;7,0016;6,6005;4,8917;2,9317;-9,3137;-11,8229;-13,8125;-15,7559;
-2,1187;3,1379;10,0929;14,5827;15,8631;10,3745;9,8331;7,6897;5,3272;-7,3436;-10,3567;-12,8032;-14,8748;
-2,2522;2,9840;10,0476;14,9379;16,7624;11,8848;11,4654;9,2422;6,6757;-6,1332;-9,2735;-11,9162;-13,4048;
-2,0858;3,3660;10,8054;16,1643;18,5446;14,0335;14,0010;11,8331;9,0458;-4,1281;-7,5874;-10,5280;-10,8564;
-3,0083;1,6400;8,0532;13,0322;15,7335;12,8722;13,2963;11,8627;9,5507;-3,3682;-6,6612;-9,5013;-7,1578;
-4,2966;-0,9587;3,8724;8,0110;10,8402;9,9378;10,9841;10,4701;9,1165;-3,0800;-5,8482;-8,4633;-1,9411;
-4,7951;-2,0745;1,9566;5,6393;8,4310;8,3835;10,0115;10,2802;9,6250;-1,8721;-4,2146;-6,7301;5,2033;
-5,6821;-3,8280;-1,0500;1,8310;4,4420;5,4733;7,3690;8,5404;8,8601;-1,7250;-3,1329;-5,1274;14,3334;
-6,5354;-5,6367;-4,0545;-2,0616;0,2233;2,1800;4,2491;5,9906;7,2908;-2,2372;-2,6464;-3,7704;25,5523;
-6,9138;-6,5963;-5,8167;-4,4692;-2,6381;-0,4824;1,7496;3,7916;5,5830;-3,0585;-2,5200;-2,8387;38,6015;
